"before","after"
"Peu de cuisiniers de l'époque auraient été capables de lire et les livres se seraient rapidement détériorés.","peu de cuisiniers de l' époque auraient été capables de lire et les livres se seraient rapidement détériorés. "
"Les recettes étaient courtes et ne donnaient pas de quantités précises.","les recettes étaient courtes et ne donnaient pas de quantités précises . "
"Un cuisinier médiéval employé dans une grande résident était probablement capable de planifier et de préparer un repas sans l'aide de recettes ou d'instructions écrites.","un cuisinier médiéval employé dans une grande résident était probablement capable de planifier et de préparer un repas sans l' aide de recettes ou d' instructions écrites . "
"Hormis cette production de vaisselle ayant avant tout une utilité esthétique, il existe des ustensiles de cuisine typiquement japonais.","hormis cette production de vaisselle ayant avant tout une utilité esthétique , il existe des ustensiles de cuisine typiquement japonais . "
"== Liste des communes ==(CAP) Communauté d'agglomération périgourdine, créée en 2000.","gale gale liste des communes gale gale CAP Communauté d' agglomération périgourdine , créée en deux mille . "
"Le département du Calvados est un département français de la région Basse-Normandie.","le département du Calvados est un département français de la région Basse-Normandie . "
"Le Calvados comptait habitants en 2012, c'est le département le plus peuplé de France.","le Calvados comptait habitants en deux mille douze , c' est le département le plus peuplé de France . "
"Pyramide des âges du Calvados :* plus de 75 ans : 7,2 %* 60 - 74 ans : 13,16 %* 40 - 59 ans : 25,52 %* 20 - 39 ans : 28,53 %* 0 - 19 ans : 25,6 %.","pyramide des âges du Calvados plus de soixante-quinze ans sept virgule deux pour cents soixante soixante-quatorze ans treize virgule seize pour cents quarante cinquante-neuf ans vingt-cinq virgule cinquante-deux pour cents vingt trente-neuf ans vingt-huit virgule cinquante-trois pour cents zéro dix-neuf ans vingt-cinq virgule six pour cents . "
"Deauville accueille le Festival du cinéma américain et Cabourg celui du Cinéma romantique.","Deauville accueille le Festival du cinéma américain et Cabourg celui du Cinéma romantique . "
"Le Calvados, grâce au port de Ouistreham, est une porte d'entrée sur le continent pour les Britanniques.","le Calvados , grâce au port de Ouistreham , est une porte d' entrée sur le continent pour les britanniques . "
"=== Les résidences secondaires ===Selon le recensement général de la population du janvier 2008, 18,4 % des logements disponibles dans le département étaient des résidences secondaires.","gale gale gale les résidences secondaires gale gale gale Selon le recensement général de la population du janvier deux mille huit , dix-huit , quatre pour cents des logements disponibles dans le département étaient des résidences secondaires . "
"Michel Boutant PS en devient le président.","Michel Boutant P.S. en devient le président . "
"Le département dispose d'une large façade maritime, tant sur l'océan Atlantique que sur l'estuaire de la Gironde.","le département dispose d' une large façade maritime , tant sur l' océan Atlantique que sur l' estuaire de la Gironde . "
"Le centre principal est Saint-Pierre-d'Oléron, considéré également comme la « capitale » géographique de l'île d'Oléron.","le centre principal est Saint-Pierre-d'Oléron , considéré également comme la capitale géographique de l' île d' Oléron . "
"Ils ont leur siège à La Rochelle et Saintes.","ils ont leur siège à La Rochelle et Saintes . "
"Le Cher formait autrefois avec le département de l'Indre la province du Berry.","le Cher formait autrefois avec le département de l' Indre la province du Berry . "
"Ses habitants sont appelés les ""Corréziens"".","ses habitants sont appelés les "" corréziens "" . "
"La Creuse est un département français, situé dans la région Limousin.","la Creuse est un département français , situé dans la région Limousin . "
"Il tire son nom de la rivière Creuse.","il tire son nom de la rivière Creuse . "
"Les étés sont courts.","les étés sont courts . "
"La Côte-d’Or ( ) est un département français parmi les quatre que compte la région Bourgogne.","la Côte -d' Or est un département français parmi les quatre que compte la région Bourgogne . "
"== Géographie ==La Côte-d'Or fait partie de la région Bourgogne.","gale gale Géographie gale gale La Côte -d' Or fait partie de la région Bourgogne . "
"Une console de jeux vidéo est un appareil permettant de jouer à des jeux vidéo.","une console de jeux vidéo est un appareil permettant de jouer à des jeux vidéo. "
"Les consoles de jeux vidéo sont progressivement passées de l'état de jouet pour amateur à celui de centre multimédia familial.","les consoles de jeux vidéo sont progressivement passées de l' état de jouet pour amateur à celui de centre multimédia familial . "
"La Game Boy connaît le succès parmi les consoles portables.","la Game Boy connait le succès parmi les consoles portables . "
"Dans le domaine des consoles de salon, Sony devient le leader du marché avec la PlayStation.","dans le domaine des consoles de salon , Sony devient le leader du marché avec la PlayStation . "
"La première actrice reconnue est la danseuse classique Tokuko Nagai Takagi, qui apparaît dans quatre films produits par la compagnie américaine Thanhouser entre 1911 et 1914.","la première actrice reconnue est la danseuse classique Tokuko Nagai Takagi , qui apparait dans quatre films produits par la compagnie américaine Thanhouser entre mille neuf cent onze et dix-neuf cent quatorze . "
"En 1895, le succès des films de Louis Lumière, tous tournés en extérieurs naturels, oblige Edison à déserter la Black Maria.","en mille huit cent quatre-vingt-quinze , le succès des films de Louis Lumière , tous tournés en extérieurs naturels , oblige Edison à déserter la Black Maria . "
"Son film est prêt à être impressionné.","son film est prêt à être impressionné. "
"Les zones non exposées sont rendues translucides après que le fixateur en avait débarrassé le support.","les zones non exposées sont rendues translucides après que le fixateur en avait débarrassé le support . "
